node1,node2,combined_score
ACAA2,ACADM,996
ACOX1,ACADM,956
ACSS1,ACADM,911
HADHB,ACADM,989
CARM1,ACADM,902
ACAA1,ACADM,975
MCCC2,ACADM,919
ALDH3A2,ACADM,831
ETFB,ACADM,793
ALDH9A1,ACADM,896
ACAT2,ACADM,922
ECHS1,ACADM,969
DBT,ACADM,931
PSMA4,PSMA7,999
PSMC4,PSMA7,999
PSMD5,PSMA7,987
PSMD8,PSMA7,999
PSMA3,PSMA7,999
PSME2,PSMA7,925
PSMD10,PSMA7,934
PSMD7,PSMA7,999
PPP2CB,PSMA7,928
PSMA2,PSMA7,999
NFKB1,PSMA7,931
ARPC3,PSMA7,931
SKP1,PSMA7,950
RPN2,PSMA7,915
TRAF2,PSMA7,901
RPS16,PSMA7,756
EIF2S3,PSMA7,773
CCT7,PSMA7,866
PSMB7,PSMA7,999
PSMC1,PSMA7,999
PPP2R5A,PSMA7,900
PSMA6,PSMA7,999
USP14,PSMA7,993
PSMD11,PSMA7,999
PSMB1,PSMA7,999
ELOB,PSMA7,939
ARPC1A,PSMA7,903
ACTR3,PSMA7,902
CUL3,PSMA7,935
PSMD3,PSMA7,999
CDK2,PSMA7,911
PSMB6,PSMA7,999
PSMA5,PSMA7,999
RPS27A,PSMA7,953
CCT6A,PSMA7,820
RPS3,PSMA7,771
CCT5,PSMA7,869
CCT8,PSMA7,911
KPNB1,PSMA7,736
PSMB4,PSMA7,999
PSME3,PSMA7,986
ARPC2,PSMA7,908
CCT3,PSMA7,913
RPN1,PSMA7,914
CCT2,PSMA7,854
RPS9,PSMA7,717
HSPA4,PSMA7,706
RPL15,PSMA7,714
PSMD1,PSMA7,999
PSMD2,PSMA7,999
PSMC5,PSMA7,999
NFKBIB,PSMA7,911
PAK2,PSMA7,921
TCP1,PSMA7,795
NUDC,PSMA7,787
PPP2R1A,PSMA7,942
GSK3B,PSMA7,922
CUL1,PSMA7,948
HSP90AA1,PSMA7,705
PPP2R5E,PSMA7,904
PSMF1,PSMA7,921
EEF1A1,PSMA7,792
RPS2,PSMA7,771
CTNNB1,PSMA7,918
RPL27A,PSMA7,708
RPSA,PSMA7,896
PSMD12,PSMA7,999
RAC1,PSMA7,910
NF1,PSMA7,909
PSMB10,PSMA7,997
NCKAP1,PSMA7,906
PSMB5,PSMA7,999
UCHL5,PSMA7,988
BUB3,PSMA7,908
PSMD4,PSMA7,999
DLD,CTH,953
AHCY,CTH,953
LAP3,CTH,821
GCLC,CTH,937
GOT2,CTH,944
KYAT3,CTH,936
DGUOK,CTH,904
PPAT,CTH,733
GGCT,CTH,804
ANPEP,CTH,819
MAT2A,CTH,738
AHCYL2,CTH,918
BCKDHB,CTH,908
AHCYL1,CTH,911
DBT,CTH,908
GCLM,CTH,843
GOT1,CTH,935
AAAS,SRSF11,904
SF3A1,SRSF11,945
SNRPD3,SRSF11,932
PHF5A,SRSF11,914
PABPN1,SRSF11,917
PNN,SRSF11,944
CSTF1,SRSF11,904
HNRNPL,SRSF11,937
SF3A2,SRSF11,913
DDX5,SRSF11,918
PRPF19,SRSF11,943
SRSF9,SRSF11,968
NUP155,SRSF11,901
SF3B6,SRSF11,957
DDX39A,SRSF11,923
SNRPA,SRSF11,929
SNRPC,SRSF11,919
SYMPK,SRSF11,910
SNRPB2,SRSF11,915
LSM8,SRSF11,904
LSM7,SRSF11,907
RBM39,SRSF11,972
FUS,SRSF11,934
SNRPA1,SRSF11,922
NUP210,SRSF11,900
PRPF38A,SRSF11,913
SRSF1,SRSF11,973
NUP133,SRSF11,908
SNW1,SRSF11,924
RBM25,SRSF11,975
SNRNP40,SRSF11,911
DNAJC8,SRSF11,914
NUP54,SRSF11,921
PRPF6,SRSF11,906
SNRPF,SRSF11,912
DHX38,SRSF11,912
EIF4A3,SRSF11,911
SF3B4,SRSF11,905
HNRNPU,SRSF11,948
RANBP2,SRSF11,913
NUP205,SRSF11,900
PPIL3,SRSF11,902
NUP35,SRSF11,908
CPSF2,SRSF11,922
NUDT21,SRSF11,913
SNRPD1,SRSF11,915
SRRM2,SRSF11,947
LSM3,SRSF11,909
CD2BP2,SRSF11,948
PCBP1,SRSF11,905
SF3B3,SRSF11,905
PPIH,SRSF11,907
U2AF2,SRSF11,960
NUP93,SRSF11,901
DDX23,SRSF11,910
USP39,SRSF11,978
HNRNPD,SRSF11,929
PRPF3,SRSF11,942
CSTF3,SRSF11,906
HNRNPA0,SRSF11,909
SNRNP200,SRSF11,906
SF3B2,SRSF11,952
PRPF31,SRSF11,924
HNRNPM,SRSF11,930
WDR33,SRSF11,911
SRSF7,SRSF11,993
SRRM1,SRSF11,954
NCBP2,SRSF11,914
SF3B1,SRSF11,980
DHX15,SRSF11,960
FIP1L1,SRSF11,907
HNRNPA1,SRSF11,936
NUP43,SRSF11,903
SNRPD2,SRSF11,928
CPSF7,SRSF11,925
THRAP3,SRSF11,883
HNRNPA2B1,SRSF11,940
HNRNPH1,SRSF11,955
PTBP1,SRSF11,925
NUP214,SRSF11,914
PCBP2,SRSF11,918
TOP1,SRSF11,798
CTNNBL1,SRSF11,925
TPR,SRSF11,947
DHX9,SRSF11,927
CHTOP,SRSF11,907
PHGDH,SRSF11,788
BCAS2,SRSF11,912
RBMX,SRSF11,907
MRI1,LRRC40,945
CNPY4,LRRC40,745
NUTF2,PGAM1,708
ALDOC,PGAM1,914
GAPDH,PGAM1,903
TPI1,PGAM1,969
ENO1,PGAM1,993
AKR1B1,PGAM1,705
FABP5,PGAM1,810
PGAM2,PGAM1,935
PKM,PGAM1,888
TALDO1,PGAM1,933
ENO3,PGAM1,994
PHGDH,PGAM1,968
GOT1,PGAM1,750
HEBP1,GNG12,903
GNA11,GNG12,961
C5,GNG12,900
GNB4,GNG12,999
C3,GNG12,903
RRAS,GNG12,724
RRAS2,GNG12,721
CCT7,GNG12,900
GNB5,GNG12,967
GNAO1,GNG12,958
PRKCG,GNG12,906
AKT3,GNG12,903
PIK3CA,GNG12,900
KNG1,GNG12,900
GNA12,GNG12,959
CCT6A,GNG12,900
PAK1,GNG12,800
CCT5,GNG12,900
APP,GNG12,905
GNAQ,GNG12,956
CCT8,GNG12,900
GNG3,GNG12,904
CCT3,GNG12,900
PPBP,GNG12,900
PF4,GNG12,900
CCT2,GNG12,908
GNB2,GNG12,999
PRKCB,GNG12,913
S1PR1,GNG12,900
PRKCE,GNG12,908
GRM5,GNG12,900
ITPR1,GNG12,904
F2,GNG12,901
GNAI2,GNG12,957
PAK2,GNG12,820
TCP1,GNG12,905
GNG2,GNG12,903
PLCB1,GNG12,914
TRIO,GNG12,902
GNAI1,GNG12,952
PAK3,GNG12,825
GRM3,GNG12,900
AGT,GNG12,902
GPR37L1,GNG12,912
RGS10,GNG12,754
GNAI3,GNG12,947
GNG5,GNG12,905
PRKACB,GNG12,761
PGRMC1,SERBP1,870
RPL18A,SERBP1,962
RPL19,SERBP1,966
RPS12,SERBP1,914
MRPS7,SERBP1,742
RPS16,SERBP1,957
RPL35,SERBP1,912
RPL8,SERBP1,973
RPS11,SERBP1,968
RPS27A,SERBP1,744
RPS3,SERBP1,906
RPS23,SERBP1,969
RPS9,SERBP1,952
RPL13,SERBP1,859
EEF2,SERBP1,859
RPL15,SERBP1,964
RPL38,SERBP1,941
RPL4,SERBP1,945
PABPC1,SERBP1,714
RPS15A,SERBP1,969
RPLP2,SERBP1,871
RPS7,SERBP1,968
RPL7,SERBP1,887
RPS2,SERBP1,865
RPS21,SERBP1,965
RPL3,SERBP1,904
RPL27A,SERBP1,957
RPL21,SERBP1,977
RPLP1,SERBP1,901
RPS3A,SERBP1,967
RPSA,SERBP1,871
RPL22,SERBP1,892
RPL12,SERBP1,967
RPS27,SERBP1,971
RPL5,SERBP1,936
VAMP3,SGIP1,902
WASL,SGIP1,933
ARPC3,SGIP1,900
APOB,SGIP1,900
CLTA,SGIP1,913
COPB1,SGIP1,731
HIP1R,SGIP1,903
SYT1,SGIP1,912
COPE,SGIP1,744
ARPC1A,SGIP1,900
ACTR3,SGIP1,906
PACSIN2,SGIP1,915
AP2S1,SGIP1,906
STAM2,SGIP1,912
ARCN1,SGIP1,720
SCARB2,SGIP1,904
PDCD6,SGIP1,725
SH3GL1,SGIP1,915
SCYL1,SGIP1,738
RPS27A,SGIP1,900
RAB5A,SGIP1,908
EGFR,SGIP1,909
AP2M1,SGIP1,909
ARPC5,SGIP1,901
ARPC2,SGIP1,902
ARF6,SGIP1,913
SEC23A,SGIP1,762
CLTB,SGIP1,909
GAK,SGIP1,926
ARFGAP1,SGIP1,900
BIN1,SGIP1,935
SNX18,SGIP1,906
SH3GL3,SGIP1,992
EPN2,SGIP1,922
COPG1,SGIP1,745
AP3S1,SGIP1,720
AP2A2,SGIP1,935
COPB2,SGIP1,749
HGS,SGIP1,906
AP1S1,SGIP1,720
HIP1,SGIP1,900
NECAP1,SGIP1,940
SEC24C,SGIP1,725
UBQLN2,SGIP1,900
AMPH,SGIP1,964
IGF2R,SGIP1,905
AP2A1,SGIP1,978
TFRC,SGIP1,911
RAB5B,SGIP1,908
DNM3,SGIP1,927
COPA,SGIP1,741
SYT11,SGIP1,915
VAMP3,DNAJC6,903
CTSZ,DNAJC6,900
WASL,DNAJC6,910
CPD,DNAJC6,902
ARPC3,DNAJC6,911
APOB,DNAJC6,907
CLTA,DNAJC6,970
HIP1R,DNAJC6,952
DNAJB1,DNAJC6,733
HSPA12B,DNAJC6,769
AP3B1,DNAJC6,932
SORT1,DNAJC6,907
GNS,DNAJC6,900
DNAJC13,DNAJC6,740
SYT1,DNAJC6,931
ARPC1A,DNAJC6,906
ACTR3,DNAJC6,905
PACSIN2,DNAJC6,913
AP2S1,DNAJC6,928
NAPA,DNAJC6,903
STAM2,DNAJC6,903
SCARB2,DNAJC6,900
SH3GL1,DNAJC6,917
RPS27A,DNAJC6,914
RAB5A,DNAJC6,936
FTH1,DNAJC6,900
EGFR,DNAJC6,914
HSPA13,DNAJC6,769
AP2M1,DNAJC6,940
ARPC5,DNAJC6,900
ARPC2,DNAJC6,902
HSPA4L,DNAJC6,825
HSPA9,DNAJC6,885
VPS35,DNAJC6,792
HSPA4,DNAJC6,899
CLTB,DNAJC6,974
GAK,DNAJC6,909
BIN1,DNAJC6,906
SNX18,DNAJC6,900
HSPH1,DNAJC6,843
SH3GL3,DNAJC6,918
EPN2,DNAJC6,953
HSPA5,DNAJC6,818
AP3S1,DNAJC6,929
AP2A2,DNAJC6,948
HGS,DNAJC6,909
AP1S1,DNAJC6,923
HIP1,DNAJC6,922
DNAJB2,DNAJC6,700
NECAP1,DNAJC6,923
AMPH,DNAJC6,961
IGF2R,DNAJC6,922
AP1B1,DNAJC6,921
AP2A1,DNAJC6,936
TFRC,DNAJC6,921
RAB5B,DNAJC6,916
DNM3,DNAJC6,968
SYT11,DNAJC6,915
SNAPIN,DNAJC6,900
HSPA12A,DNAJC6,815
BAG2,DNAJC6,787
SGIP1,DNAJC6,941
PYGM,PGM1,978
PYGL,PGM1,980
PYGB,PGM1,972
CTSH,PGM1,900
ALDOC,PGM1,950
LTA4H,PGM1,939
TPI1,PGM1,943
LTF,PGM1,904
ENO1,PGM1,911
CTSD,PGM1,916
ORM1,PGM1,917
GGH,PGM1,900
LYZ,PGM1,900
CNN2,PGM1,906
SORD,PGM1,915
PGD,PGM1,856
FTH1,PGM1,900
HK2,PGM1,944
CSTB,PGM1,900
HK3,PGM1,933
AGL,PGM1,966
PTX3,PGM1,900
PPBP,PGM1,900
PGM2L1,PGM1,959
LRG1,PGM1,901
MPI,PGM1,735
TALDO1,PGM1,957
ENO3,PGM1,803
MDH2,PGM1,772
HBB,PGM1,919
UGP2,PGM1,988
PFKM,PGM1,716
AK2,PGM1,829
HP,PGM1,939
ILF2,PGM1,900
SUPT16H,SMARCA1,736
SMARCB1,SMARCA1,786
SMARCC2,SMARCA1,960
SMARCA5,SMARCA1,981
RSF1,SMARCA1,899
RUVBL1,SMARCA1,900
SMARCE1,SMARCA1,700
NRGN,OPALIN,766
HP1BP3,NFIA,818
NF1,NFIA,709
UMPS,ENTPD1,907
ATIC,ENTPD1,920
NT5C,ENTPD1,711
RRM2B,ENTPD1,904
AMPD2,ENTPD1,929
CMPK2,ENTPD1,909
NT5E,ENTPD1,963
GMPR,ENTPD1,902
ADK,ENTPD1,958
HPRT1,ENTPD1,905
TK2,ENTPD1,906
RRM1,ENTPD1,910
DTYMK,ENTPD1,909
PKM,ENTPD1,907
IMPDH2,ENTPD1,904
NT5C2,ENTPD1,728
NTPCR,ENTPD1,925
GUK1,ENTPD1,902
TIMM13,ALDH18A1,818
PYCR3,ALDH18A1,933
CAT,ALDH18A1,704
ALDH1L2,ALDH18A1,721
ALDH2,ALDH18A1,740
CAD,ALDH18A1,707
GLUD1,ALDH18A1,957
ALDH16A1,ALDH18A1,814
ASL,ALDH18A1,882
GLUL,ALDH18A1,956
ALDH5A1,ALDH18A1,777
GLS,ALDH18A1,868
WASHC5,ALDH18A1,755
SHMT1,ALDH18A1,718
ALDH1A3,ALDH18A1,739
SHMT2,ALDH18A1,751
CS,ALDH18A1,772
PYCR2,ALDH18A1,951
ALDH9A1,ALDH18A1,771
PRODH,ALDH18A1,933
GAD1,ALDH18A1,890
MRPL21,ALDH18A1,760
OAT,ALDH18A1,997
CPB2,C8B,780
C5,C8B,978
C8G,C8B,995
PPIF,C8B,900
VTN,C8B,933
C9,C8B,956
C6,C8B,935
VDAC1,C8B,900
BAX,C8B,726
CLU,C8B,949
C7,C8B,907
C8A,C8B,997
VCL,SORBS1,987
SORBS3,SORBS1,919
PXN,SORBS1,962
MYL9,SORBS1,924
ITGA1,SORBS1,931
ITGB5,SORBS1,900
CRK,SORBS1,928
TLN1,SORBS1,913
TPM1,SORBS1,905
MYLK,SORBS1,913
CALD1,SORBS1,904
VTA1,SORBS1,820
TPM3,SORBS1,909
MBOAT7,PLPP3,908
GALC,PLPP3,904
LPCAT3,PLPP3,931
PLD2,PLPP3,790
AGPAT5,PLPP3,906
GPD2,PLPP3,809
LCLAT1,PLPP3,912
GBA,PLPP3,905
ACTN4,PDLIM1,764
PSMD8,MCTS1,854
PSMA2,MCTS1,848
RPS12,MCTS1,826
MRPS7,MCTS1,778
RPS16,MCTS1,856
RPS11,MCTS1,828
RPS27A,MCTS1,838
RPS3,MCTS1,841
DENR,MCTS1,998
RPS23,MCTS1,837
RPS9,MCTS1,852
RPS15A,MCTS1,828
PLEC,MCTS1,747
DRG1,MCTS1,761
RPS7,MCTS1,836
RPS2,MCTS1,793
RPS21,MCTS1,826
RPS3A,MCTS1,852
RPSA,MCTS1,767
MRPL21,MCTS1,738
RPS27,MCTS1,825
ADAM23,LGI1,984
ADAM22,LGI1,998
DPYSL5,LGI1,802
CNTN2,LGI1,710
AMPH,LGI1,741
CNTNAP2,LGI1,927
TUBB1,PFDN4,906
TUBA4A,PFDN4,938
CCT7,PFDN4,923
TUBB2B,PFDN4,906
PFDN1,PFDN4,999
TUBB4A,PFDN4,906
CCT6A,PFDN4,925
CCT5,PFDN4,930
VBP1,PFDN4,999
CCT8,PFDN4,919
CCT3,PFDN4,916
CCT2,PFDN4,925
TUBA1C,PFDN4,934
TCP1,PFDN4,945
TUBB6,PFDN4,906
TUBB4B,PFDN4,906
ACTB,PFDN4,944
PFDN2,PFDN4,999
FLNA,PFDN4,864
ARF5,CDC5L,980
RFC2,CDC5L,983
PSMC4,CDC5L,982
SF3A1,CDC5L,999
SNRPD3,CDC5L,999
RTCB,CDC5L,981
MCM5,CDC5L,898
MYH9,CDC5L,980
PHF5A,CDC5L,975
PABPN1,CDC5L,910
PNN,CDC5L,987
CSTF1,CDC5L,902
TUBB1,CDC5L,981
EHD4,CDC5L,980
EIF3E,CDC5L,982
HNRNPL,CDC5L,921
SF3A2,CDC5L,996
DDX5,CDC5L,998
PRPF19,CDC5L,999
SRSF9,CDC5L,911
EXOC2,CDC5L,981
NUP155,CDC5L,985
TUSC2,CDC5L,980
MSH2,CDC5L,985
SF3B6,CDC5L,998
MSH6,CDC5L,985
TARDBP,CDC5L,981
NAA50,CDC5L,746
DDX39A,CDC5L,990
SNRPA,CDC5L,992
SNRPC,CDC5L,949
SYMPK,CDC5L,998
SNRPB2,CDC5L,996
RALY,CDC5L,985
TRAP1,CDC5L,980
TUBA4A,CDC5L,983
HSPB1,CDC5L,980
LSM8,CDC5L,982
COPB1,CDC5L,981
TUBG1,CDC5L,982
TSG101,CDC5L,980
LSM7,CDC5L,917
UBE2M,CDC5L,981
TRIM28,CDC5L,983
EIF2S3,CDC5L,981
HIP1R,CDC5L,980
EIF3G,CDC5L,981
RBM39,CDC5L,984
EXOC4,CDC5L,980
FUS,CDC5L,998
SNRPA1,CDC5L,999
RPA1,CDC5L,984
PRPF38A,CDC5L,964
CCT7,CDC5L,982
DYNC1LI2,CDC5L,980
SRSF1,CDC5L,998
TUBB2B,CDC5L,981
PSMC1,CDC5L,981
SNW1,CDC5L,999
IPO5,CDC5L,983
KPNA3,CDC5L,983
PSMD11,CDC5L,981
TUBGCP3,CDC5L,980
RBM25,CDC5L,908
MCM4,CDC5L,904
CSE1L,CDC5L,987
SMARCB1,CDC5L,981
CAPZA1,CDC5L,982
SNRNP40,CDC5L,999
DNAJC8,CDC5L,940
CAPG,CDC5L,980
ARCN1,CDC5L,982
RBBP5,CDC5L,981
PSMD3,CDC5L,980
ANLN,CDC5L,982
SMARCA2,CDC5L,984
PRPF6,CDC5L,998
CPSF6,CDC5L,983
TMPO,CDC5L,982
SNRPF,CDC5L,997
SMARCC2,CDC5L,986
IQGAP1,CDC5L,980
DHX38,CDC5L,996
EIF4A3,CDC5L,999
SF3B4,CDC5L,991
CCT6A,CDC5L,981
NONO,CDC5L,984
RPS3,CDC5L,982
MTA2,CDC5L,981
CCT5,CDC5L,981
SLC25A4,CDC5L,980
RAB3C,CDC5L,980
SMARCA5,CDC5L,987
HNRNPU,CDC5L,998
RANBP2,CDC5L,986
PPIL3,CDC5L,932
SMC2,CDC5L,989
CCT8,CDC5L,981
EIF5B,CDC5L,987
KPNB1,CDC5L,981
EIF4A1,CDC5L,984
CCT3,CDC5L,982
TCERG1,CDC5L,857
CPSF2,CDC5L,998
CCT2,CDC5L,981
C2,CDC5L,980
HSP90B1,CDC5L,980
NUDT21,CDC5L,920
SNRPD1,CDC5L,998
GCN1,CDC5L,981
TUBA1C,CDC5L,983
SRRM2,CDC5L,998
LSM3,CDC5L,915
FASN,CDC5L,984
CTNNA1,CDC5L,980
CD2BP2,CDC5L,949
FEN1,CDC5L,984
PCBP1,CDC5L,998
SF3B3,CDC5L,999
ARF4,CDC5L,980
PPIH,CDC5L,931
U2AF2,CDC5L,998
RPL13,CDC5L,984
PSMD1,CDC5L,981
PSMD2,CDC5L,984
PSMC5,CDC5L,981
DDX23,CDC5L,963
PPP1R8,CDC5L,788
OXSR1,CDC5L,980
SRP68,CDC5L,980
USP39,CDC5L,998
HNRNPD,CDC5L,929
PRKDC,CDC5L,984
ABCF1,CDC5L,983
KHDRBS1,CDC5L,989
PAK2,CDC5L,980
PRPF3,CDC5L,998
CSTF3,CDC5L,998
TLN1,CDC5L,980
HNRNPA0,CDC5L,944
UBE2N,CDC5L,982
SNRNP200,CDC5L,999
TCP1,CDC5L,982
ROCK2,CDC5L,986
RUVBL1,CDC5L,981
SF3B2,CDC5L,999
NUDC,CDC5L,981
CNOT1,CDC5L,991
SMC1A,CDC5L,987
PLEC,CDC5L,982
SMARCE1,CDC5L,982
PRPF31,CDC5L,975
HSPA5,CDC5L,980
PPP2R1A,CDC5L,982
COPG1,CDC5L,980
HNRNPM,CDC5L,973
WDR33,CDC5L,998
MRE11,CDC5L,984
SRSF7,CDC5L,998
PPP1CA,CDC5L,980
SRRM1,CDC5L,998
SMCHD1,CDC5L,980
CUL1,CDC5L,983
NCBP2,CDC5L,967
COPB2,CDC5L,980
DRG1,CDC5L,981
PARVA,CDC5L,980
EXOC7,CDC5L,981
HSP90AA1,CDC5L,983
SF3B1,CDC5L,999
DHX15,CDC5L,993
FIP1L1,CDC5L,908
TUBB,CDC5L,981
EEF1A1,CDC5L,980
GSDME,CDC5L,980
TUBB4B,CDC5L,981
HNRNPA1,CDC5L,954
SRP72,CDC5L,981
SNRPD2,CDC5L,999
CPSF7,CDC5L,998
PFKM,CDC5L,981
RPL22,CDC5L,981
THRAP3,CDC5L,984
HNRNPA2B1,CDC5L,998
PSMD12,CDC5L,980
UBA5,CDC5L,980
DYNC1H1,CDC5L,981
HNRNPH1,CDC5L,998
SPTBN1,CDC5L,980
PTBP1,CDC5L,998
SFPQ,CDC5L,985
ACTB,CDC5L,981
AP1B1,CDC5L,983
COPS5,CDC5L,982
PCBP2,CDC5L,998
SUPV3L1,CDC5L,980
ETF1,CDC5L,987
MATR3,CDC5L,985
SMC3,CDC5L,987
IPO9,CDC5L,980
ARHGEF2,CDC5L,980
KIF21A,CDC5L,980
ILF2,CDC5L,981
CTNNBL1,CDC5L,999
CDC42BPB,CDC5L,980
ENAH,CDC5L,980
CDC73,CDC5L,986
UCHL5,CDC5L,981
RNF2,CDC5L,980
DHX9,CDC5L,959
COPA,CDC5L,981
LMNA,CDC5L,980
BUB3,CDC5L,987
TIAL1,CDC5L,981
HSPA12A,CDC5L,980
PHGDH,CDC5L,980
BCAS2,CDC5L,999
UBL4A,CDC5L,982
ACTR1A,CDC5L,980
SMAP1,CDC5L,985
RBMX,CDC5L,998
SRSF11,CDC5L,940
LRRC40,CDC5L,983
SLC27A1,CPT2,705
CPT1A,CPT2,934
ACOX1,CPT2,976
CRAT,CPT2,961
HADHB,CPT2,731
CARM1,CPT2,900
SLC25A20,CPT2,943
ACADM,CPT2,977
HSD17B10,SCP2,934
TECR,SCP2,752
IDH3G,SCP2,831
ECH1,SCP2,970
CAT,SCP2,986
FDX1,SCP2,806
AGPS,SCP2,872
TIMM44,SCP2,819
RPS27A,SCP2,900
ACOX1,SCP2,985
RAB8A,SCP2,821
NDUFA7,SCP2,818
CRAT,SCP2,948
PIPOX,SCP2,921
DHRS4,SCP2,926
ACAA1,SCP2,882
STX7,SCP2,821
ABCD3,SCP2,820
SLC32A1,GRIN1,779
SLC17A7,GRIN1,741
KRAS,GRIN1,922
SYP,GRIN1,763
GRIA4,GRIN1,954
GRIA2,GRIN1,964
GRM5,GRIN1,814
PRKACA,GRIN1,832
CAMK2G,GRIN1,980
PPP1CA,GRIN1,730
CAMK2D,GRIN1,943
DLG1,GRIN1,714
FYN,GRIN1,977
HTT,GRIN1,881
RAC1,GRIN1,912
GRM3,GRIN1,725
NRAS,GRIN1,911
PRKACB,GRIN1,710
FKBP4,HSP90AB1,987
PPP5C,HSP90AB1,976
MAPK1,HSP90AB1,942
MYH9,HSP90AB1,724
AHSA1,HSP90AB1,980
STUB1,HSP90AB1,710
DCTN6,HSP90AB1,900
CDC37,HSP90AB1,998
EDF1,HSP90AB1,747
NFKB1,HSP90AB1,811
GAPDH,HSP90AB1,873
HSPE1,HSP90AB1,893
TRAF2,HSP90AB1,706
HSPB1,HSP90AB1,723
ACTR10,HSP90AB1,912
DNAJB1,HSP90AB1,987
CDK4,HSP90AB1,952
CCT7,HSP90AB1,741
DYNC1LI2,HSP90AB1,902
DCTN3,HSP90AB1,913
RIPK1,HSP90AB1,854
ATP5F1B,HSP90AB1,941
MAPK3,HSP90AB1,953
CAPZA1,HSP90AB1,902
AKT3,HSP90AB1,911
STAT3,HSP90AB1,727
NRP1,HSP90AB1,901
DYNC1LI1,HSP90AB1,911
EGFR,HSP90AB1,823
CCT6A,HSP90AB1,747
PAK1,HSP90AB1,916
AIP,HSP90AB1,966
CCT5,HSP90AB1,825
CCT8,HSP90AB1,762
BRAF,HSP90AB1,711
S100A1,HSP90AB1,826
EIF4A1,HSP90AB1,705
CLPB,HSP90AB1,775
CCT3,HSP90AB1,753
HSPA4L,HSP90AB1,818
HSPA9,HSP90AB1,885
CCT2,HSP90AB1,900
HSP90B1,HSP90AB1,859
DCTN5,HSP90AB1,903
GUSB,HSP90AB1,703
HSPA4,HSP90AB1,982
PPID,HSP90AB1,991
EEF2,HSP90AB1,735
DNAJA2,HSP90AB1,991
PAK2,HSP90AB1,928
TCP1,HSP90AB1,766
HSPH1,HSP90AB1,843
CHORDC1,HSP90AB1,744
DYNC1I1,HSP90AB1,900
CALR,HSP90AB1,785
HSPA5,HSP90AB1,939
P4HB,HSP90AB1,705
EEF1G,HSP90AB1,814
HDAC6,HSP90AB1,969
HSP90AA1,HSP90AB1,997
EEF1A1,HSP90AB1,728
RPL3,HSP90AB1,856
FYN,HSP90AB1,927
RAC1,HSP90AB1,908
STOML2,HSP90AB1,810
DYNC1H1,HSP90AB1,905
ACTB,HSP90AB1,703
STIP1,HSP90AB1,999
VCP,HSP90AB1,969
MAP3K5,HSP90AB1,789
PLXNA4,HSP90AB1,900
PAK3,HSP90AB1,917
DCTN1,HSP90AB1,903
CAPZA2,HSP90AB1,904
FLNA,HSP90AB1,731
ACTR1A,HSP90AB1,961
DNAJB4,HSP90AB1,787
CDC5L,HSP90AB1,982
MAPK1,DPP7,902
ARSA,DPP7,913
CTSG,DPP7,919
PYGB,DPP7,918
MPO,DPP7,901
CTSC,DPP7,963
TTR,DPP7,903
C3,DPP7,901
PYCARD,DPP7,903
ACLY,DPP7,900
ACTR10,DPP7,901
GNS,DPP7,903
GGH,DPP7,900
SDCBP,DPP7,900
LYZ,DPP7,902
HEXB,DPP7,905
FAF2,DPP7,900
ARSB,DPP7,905
GALNS,DPP7,904
CCT8,DPP7,900
FABP5,DPP7,902
CCT2,DPP7,900
GUSB,DPP7,925
PA2G4,DPP7,900
GLB1,DPP7,926
PSMD1,DPP7,900
TOLLIP,DPP7,906
TUBB,DPP7,900
TUBB4B,DPP7,900
PRDX6,DPP7,900
PTGES2,DPP7,906
ANXA2,DPP7,901
VAT1,DPP7,902
DYNC1H1,DPP7,900
GM2A,DPP7,902
VCP,DPP7,900
CYB5R3,DPP7,904
MNDA,DPP7,900
PREP,DPP7,721
PSMA3,DPM1,751
SEC61A1,DPM1,772
MPDU1,DPM1,919
GMPPB,DPM1,979
DPM3,DPM1,997
RPL18A,BTF3L4,701
RPL19,BTF3L4,773
RPS11,BTF3L4,785
RPS3,BTF3L4,831
RPS23,BTF3L4,730
RPL13,BTF3L4,732
RPL15,BTF3L4,708
RPL27A,BTF3L4,724
RPL21,BTF3L4,729
PPIF,SLC25A5,960
SLC25A3,SLC25A5,741
ATP5F1B,SLC25A5,946
VDAC1,SLC25A5,923
SLC25A4,SLC25A5,980
RPS23,SLC25A5,740
PPID,SLC25A5,853
PRKCE,SLC25A5,803
CYCS,SLC25A5,707
RPL15,SLC25A5,852
RPS15A,SLC25A5,733
RPL7,SLC25A5,862
RPS21,SLC25A5,822
RPL21,SLC25A5,828
RPS3A,SLC25A5,789
RPSA,SLC25A5,752
MSH2,PAXX,908
MSH6,PAXX,905
PRKDC,PAXX,966
RAD23B,PAXX,902
XRCC6,PAXX,977
CETN2,PAXX,906
MAPK1,PTPN1,760
DUSP3,PTPN1,709
RAP1B,PTPN1,906
RMDN3,PTPN1,820
VWF,PTPN1,903
ITGA2B,PTPN1,911
STAM2,PTPN1,701
PIK3CA,PTPN1,923
STAT3,PTPN1,859
CDH2,PTPN1,966
EGFR,PTPN1,988
CSF1R,PTPN1,923
CRK,PTPN1,975
CTNNA1,PTPN1,903
FGB,PTPN1,900
FGA,PTPN1,900
STAT2,PTPN1,921
TLN1,PTPN1,911
FGG,PTPN1,900
PTPN11,PTPN1,849
CTNNB1,PTPN1,970
FN1,PTPN1,947
PTPRF,PTPN1,828
RAP1A,PTPN1,911
PTGES2,PTGDS,954
PTGS1,PTGDS,951
GSS,TXNDC12,903
